Name,Type,Foundation,Price,Size,Length,Width,Bedrooms,Bathrooms,Lofts,Misc,Location,Link,City,State,Country,Days on site,Number of views,Times dreamlisted
Billy The Tiny House,Tiny House,Stationary,75000,408.0,34.0,12.0,1.0,1.0,0.0,Square Feet,"Napierville, Quebec, Canada",https://tinyhouselistings.com/listings/napierville-quebec-canada-15-billy-the-tiny-house,Napierville,Quebec,Canada,,24319.0,362.0
Bluejay,Tiny House,Mobile,60000,204.0,,,1.0,1.0,0.0,Square Feet,"Chapel Hill, North Carolina, United States",https://tinyhouselistings.com/listings/chapel-hill-north-carolina-usa-12-free-spirit-tiny-homes,Chapel Hill,North Carolina,United States,,22764.0,21.0
Justin hollinger,Tiny House,Mobile,26000,200.0,,,0.0,1.0,1.0,Square Feet,"Quarryville, Pennsylvania, United States",https://tinyhouselistings.com/listings/quarryville-pennsylvania-12-justin-hollinger,Quarryville,Pennsylvania,United States,,38203.0,75.0
Beautiful Tiny House shell,Tiny House,Mobile,24000,250.0,,,2.0,1.0,0.0,Square Feet,"Vero Beach, Florida, United States",https://tinyhouselistings.com/listings/vero-beach-florida-usa-12-beautiful-tiny-house-shell,Vero Beach,Florida,United States,,106412.0,120.0
Beautiful 24ft Custom Tiny Home in North Tampa,Tiny House,Mobile,47000,255.0,,,0.0,1.0,1.0,Square Feet,"Spring Hill, Florida, United States",https://tinyhouselistings.com/listings/spring-hill-fl-12-beautiful-24ft-custom-tiny-home-in-north-tampa,Spring Hill,Florida,United States,,52840.0,194.0
Fab Tiny Home in Benson AZ,Tiny House,Stationary,104900,400.0,,,1.0,1.0,0.0,Square Feet,"Benson, Arizona, United States",https://tinyhouselistings.com/listings/1915-w-casa-del-rio-dr-35-benson-az-15-fab-tiny-home-in-benson-az,Benson,Arizona,United States,,29164.0,59.0
Custom Built Tiny House,Tiny House,Mobile,45000,288.0,,,0.0,1.0,1.0,Square Feet,"Rockbridge, Ohio, United States",https://tinyhouselistings.com/listings/rockbridge-ohio-12-custon-built-tiny-house,Rockbridge,Ohio,United States,,31207.0,68.0
Little Country Big Patriot,Tiny House,Stationary,450,240.0,,,1.0,0.0,0.0,Square Feet,"Jacksonville, Florida, United States",https://tinyhouselistings.com/listings/jacksonville-fl-15-little-country-big-patriot,Jacksonville,Florida,United States,,76894.0,21.0
Park Model Cabin with Loft *Price Reduced*,Park Model,Mobile,89000,400.0,,,1.0,1.0,0.0,Square Feet,"Poplar Bluff, Missouri, United States",https://tinyhouselistings.com/listings/santa-rosa-ca-12-park-model-cabin-with-loft-price-reduced,Poplar Bluff,Missouri,United States,,17651.0,92.0
Cabin in the Country 40 minutes to the Beach,Tiny House Shell,Stationary,2900,240.0,,,1.0,0.0,0.0,Square Feet,"Saint George, Georgia, United States",https://tinyhouselistings.com/listings/st-george-ga-us-15-cabin-in-the-country-40-minutes-to-the-beach,Saint George,Georgia,United States,,48153.0,46.0
Weeroll Silver Cloud,Tiny House,Mobile,6495,60.0,,,1.0,0.0,0.0,Square Feet,"Santa Rosa, California, United States",https://tinyhouselistings.com/listings/summerfield-12-weeroll-silver-cloud,Santa Rosa,California,United States,,29621.0,40.0
SOLD! One-Of-A-Kind Santa Claus Haus For Sale Just In Time For The Holidays,Tiny House,Mobile,4000,88.0,,,1.0,0.0,0.0,Square Feet,"Magnolia, North Carolina, United States",https://tinyhouselistings.com/listings/magnolia-nc-12-one-of-a-kind-santa-claus-haus-for-sale-just-in-time-for-the-holidays,Magnolia,North Carolina,United States,,22624.0,17.0
Beautiful Tiny House,,,25000,,,,,,,,", United States",https://tinyhouselistings.com/listings/united-states-of-america-12-beautiful-tiny-house,,United States,,,,
10'x 20' Tiny House Shell,Container Home,Stationary,4995,200.0,20.0,10.0,0.0,0.0,2.0,New,"Phenix City, Alabama, United States",https://tinyhouselistings.com/listings/phenix-city-al-15-10x-20-tiny-house-shell,Phenix City,Alabama,United States,,22971.0,78.0
Mobile Tiny Home For Sale,Tiny House,Mobile,47000,207.0,,,0.0,1.0,1.0,Square Feet,"Sadler, Texas, United States",https://tinyhouselistings.com/listings/sadler-tx-12-mobile-tiny-home-for-sale,Sadler,Texas,United States,,18050.0,47.0
Move It Or Leave It,Tiny House,Stationary,28000,300.0,,,1.0,1.0,0.0,Square Feet,"Wedowee, Alabama, United States",https://tinyhouselistings.com/listings/wedowee-al-usa-15-move-it-or-leave-it,Wedowee,Alabama,United States,,37836.0,52.0
*PRICE REDUCED* 26' Tiny House For Sale,Tiny House,Mobile,25000,208.0,,,2.0,1.0,0.0,Square Feet,"Des Moines, Iowa, United States",https://tinyhouselistings.com/listings/des-moines-ia-12-selling-do-to-changes,Des Moines,Iowa,United States,,35836.0,118.0
Tiny Tiny House - Concession Hut-Trailer -Only 7K,Tiny House,Mobile,7000,84.0,,,1.0,0.0,0.0,Square Feet,"Youngsville, North Carolina, United States",https://tinyhouselistings.com/listings/youngsville-nc-12-tiny-tiny-house-concession-hut-trailer-only-7k,Youngsville,North Carolina,United States,,22477.0,38.0
STEEL FRAME lightweight THOW: On or Off-grid,Tiny House,Mobile,50000,120.0,,,1.0,1.0,0.0,Square Feet,"Austin, Texas, United States",https://tinyhouselistings.com/listings/austin-tx-12-steel-frame-lightweight-thow-on-or-off-grid,Austin,Texas,United States,,21328.0,12.0
"Tiny house on wheels, proven road worthy",Tiny House Shell,Mobile,34000,120.0,20.0,8.5,0.0,1.0,1.0,Square Feet,"Traverse City, Michigan, United States",https://tinyhouselistings.com/listings/seattle-wa-12-tiny-house-on-wheels-proven-road-worthy,Traverse City,Michigan,United States,,40725.0,40.0
Tiny House DUPLEX,Other,Stationary,40000,760.0,60.0,13.0,2.0,2.0,0.0,Used,"Parker, Colorado, United States",https://tinyhouselistings.com/listings/denver-co-15-tiny-house-duplex,Parker,Colorado,United States,,47668.0,80.0
2017 Pioneer,Tiny House,Mobile,37495,150.0,,,0.0,0.0,1.0,Square Feet,", Idaho, United States",https://tinyhouselistings.com/listings/idaho-12-2017-pioneer-year-end-closeout-model,,Idaho,United States,,6239.0,50.0
Tennessee Tiny House for Sale,Tiny House,Mobile,50000,224.0,,,0.0,1.0,1.0,Square Feet,"Harriman, Tennessee, United States",https://tinyhouselistings.com/listings/harriman-tn-12-tennessee-tiny-house-for-sale,Harriman,Tennessee,United States,,14543.0,12.0
Off Grid Ready Timber Framed Cabin,Cabin,Stationary,51124,430.0,,,2.0,1.0,0.0,Square Feet,"Llandysul, England and Wales, United Kingdom",https://tinyhouselistings.com/listings/llandysul-wales-15-off-grid-ready-timber-framed-cabin,Llandysul,England and Wales,United Kingdom,,12443.0,28.0
Tiny house of orange county,Tiny House,Mobile,65000,240.0,,,0.0,1.0,1.0,Square Feet,"Anaheim, California, United States",https://tinyhouselistings.com/listings/anaheim-12-tiny-house-of-orange-county,Anaheim,California,United States,,74857.0,217.0
Tiny Hobbit House on Wheels,Tiny House,Mobile,49000,160.0,,,1.0,1.0,0.0,Square Feet,"Jerome, Idaho, United States",https://tinyhouselistings.com/listings/jerome-id-12-tiny-hobbit-house-on-wheels,Jerome,Idaho,United States,,16620.0,43.0
Southern Charm! 100% Reclaimed Entertaining Trailer!,Tiny House,Mobile,38500,200.0,,,1.0,0.0,0.0,Square Feet,"Belle Chasse, Louisiana, United States",https://tinyhouselistings.com/listings/belle-chasse-la-12-southern-charm-100-reclaimed-entertaining-trailer,Belle Chasse,Louisiana,United States,,23300.0,38.0
Lake of Eypgt Tiny House,Cabin,Mobile,80000,500.0,,,3.0,1.0,0.0,Square Feet,"Creal Springs, Illinois, United States",https://tinyhouselistings.com/listings/creal-spring-il-12-lake-of-eypgt-tiny-house,Creal Springs,Illinois,United States,,47749.0,89.0
24 foot diameter Yurt,Tiny House,Stationary,5000,450.0,,,1.0,0.0,0.0,Square Feet,", Kentucky, United States",https://tinyhouselistings.com/listings/kentucky-15-24-foot-diameter-yurt,,Kentucky,United States,,12244.0,52.0
The Bumblebee,Tiny House,Mobile,35000,200.0,,,0.0,1.0,1.0,Square Feet,"Oradea, Bihor, Romania",https://tinyhouselistings.com/listings/oradea-romania-12-the-bumblebee,Oradea,Bihor,Romania,,7317.0,107.0
Tiny House in Connecticut - Motivated Seller,Tiny House,Mobile,39500,128.0,,,0.0,1.0,1.0,Square Feet,"East Hartford, Connecticut, United States",https://tinyhouselistings.com/listings/east-hartford-ct-12-tiny-house-in-connecticut-motivated-seller,East Hartford,Connecticut,United States,,36622.0,27.0
A perfect pied a terre in the woods!,Tiny House,Stationary,189000,96.0,,,0.0,1.0,1.0,Square Feet,"Killingworth, Connecticut, United States",https://tinyhouselistings.com/listings/killingworth-ct-15-a-perfect-pied-a-terre-in-the-woods,Killingworth,Connecticut,United States,,16678.0,11.0
Stealth Conex Tiny House,Tiny House,Stationary,15000,160.0,,,1.0,1.0,0.0,Square Feet,"Pueblo, Colorado, United States",https://tinyhouselistings.com/listings/pueblo-co-15-stealth-conex-tiny-house,Pueblo,Colorado,United States,,38057.0,75.0
Tiny Home On Wheels,Tiny House,Mobile,33990,200.0,,,0.0,1.0,1.0,Square Feet,"Strasburg, Colorado, United States",https://tinyhouselistings.com/listings/strasburg-co-12-tiny-home-on-wheels,Strasburg,Colorado,United States,,28745.0,32.0
Tiny Home w/ a Huge Impact,Tiny House,Mobile,70000,224.0,,,2.0,1.0,0.0,Square Feet,"Tulsa, Oklahoma, United States",https://tinyhouselistings.com/listings/tulsa-oklahoma-12-tiny-home-w-a-huge-impact,Tulsa,Oklahoma,United States,,50138.0,308.0
8x20 Custom Tiny House with Built-Ins,Tiny House,Mobile,65000,230.0,,,0.0,1.0,1.0,Square Feet,"Londonderry, Vermont, United States",https://tinyhouselistings.com/listings/londonderry-vermont-12-8x20-custom-tiny-house-with-built-ins,Londonderry,Vermont,United States,,16635.0,10.0
Off-Grid Tiny House Boat for Sale,Boat,Mobile,14000,75.0,,,1.0,0.0,0.0,Square Feet,"Mobile, Alabama, United States",https://tinyhouselistings.com/listings/mobile-al-12-off-grid-tiny-house-boat-for-sale,Mobile,Alabama,United States,,17395.0,57.0
2001 Converted International DT466 - Tiny Home- Bunk House,Tiny House,Mobile,11000,200.0,,,2.0,1.0,0.0,Square Feet,"Wheatland, California, United States",https://tinyhouselistings.com/listings/wheatland-ca-12-2001-converted-international-dt466-tiny-home-bunk-house,Wheatland,California,United States,,29115.0,364.0
Tiny Home 12 x 35 (Weather tight Shell or completely Finished),Tiny House Shell,Mobile,10000,420.0,,,1.0,1.0,0.0,Used,"Concord, New Hampshire, United States",https://tinyhouselistings.com/listings/concord-nh-12-tiny-home-12-x-35-weather-tight-shell-or-completely-finished,Concord,New Hampshire,United States,,45991.0,95.0
Jay Bird,Tiny House,Mobile,6500,100.0,,,0.0,0.0,1.0,Square Feet,"Douglas, Arizona, United States",https://tinyhouselistings.com/listings/southern-az-12-jay-bird,Douglas,Arizona,United States,,18029.0,13.0
Custom Built Tiny House,Tiny House,Mobile,6500,100.0,,,0.0,0.0,1.0,Square Feet,", Arizona, United States",https://tinyhouselistings.com/listings/arizona-12-custom-built-tiny-house,,Arizona,United States,,10863.0,4.0
Custom Built Tiny House,Tiny House,Mobile,43000,250.0,,,0.0,1.0,1.0,Square Feet,"Lake Jackson, Texas, United States",https://tinyhouselistings.com/listings/lake-jackson-12-custom-built-tiny-house,Lake Jackson,Texas,United States,,25688.0,219.0
"8.5'x20' Tiny- Be 1st Owner $35,000",Tiny House,Mobile,35000,210.0,9.0,20.0,2.0,1.0,1.0,New,"Houston, Texas, United States",https://tinyhouselistings.com/listings/houston-tx-12-8-5x20-tiny-be-1st-owner-36900,Houston,Texas,United States,,87353.0,434.0
8x20 all steel shell,Tiny House,Mobile,30000,212.0,,,0.0,1.0,1.0,Square Feet,"Williams, Arizona, United States",https://tinyhouselistings.com/listings/williamsaz-usa-12-8x20-all-steel-shell,Williams,Arizona,United States,,10515.0,5.0
New Construction (May 2017) Tiny House,Tiny House,Mobile,37500,280.0,,,0.0,0.0,1.0,Square Feet,"Colorado Springs, Colorado, United States",https://tinyhouselistings.com/listings/colorado-springs-co-12-new-construction-may-2017-tiny-house,Colorado Springs,Colorado,United States,,24973.0,113.0
Colorado River Tiny Home,Tiny House,Stationary,51000,400.0,,,1.0,1.0,0.0,Square Feet,"Ehrenberg, Arizona, United States",https://tinyhouselistings.com/listings/ehrenberg-az-15-arizona-tiny-home-2,Ehrenberg,Arizona,United States,,12150.0,39.0
Off Grid Tiny House - PRICE REDUCED!,Tiny House,Mobile,41000,160.0,,,1.0,1.0,0.0,Square Feet,"Denver, Colorado, United States",https://tinyhouselistings.com/listings/denver-co-usa-12-country-cottage-off-grid-tiny-house,Denver,Colorado,United States,,12138.0,21.0
20ft container/tiny home,Container Home,Stationary,16000,160.0,20.0,8.5,0.0,1.0,0.0,New,"Lombard, Illinois, United States",https://tinyhouselistings.com/listings/lombard-il-60148-15-20ft-containertiny-home,Lombard,Illinois,United States,,75862.0,273.0
"New Modern 24' Tiny House For Sale in Austin,Tx.",Tiny House,Mobile,40000,200.0,,,0.0,1.0,1.0,Square Feet,"Austin, Texas, United States",https://tinyhouselistings.com/listings/austintx-12-austin-tiny-house-for-sale,Austin,Texas,United States,,57490.0,345.0
"Cedar Tiny House, Camp or Guest House",,,5000,,,,,,,,,https://tinyhouselistings.com/listings/cathance-township-maine-15-cedar-tiny-house-camp-or-guest-house,,,,,,
River Community Tiny Home,Tiny House,Stationary,45000,400.0,,,1.0,1.0,0.0,Square Feet,"Ehrenberg, Arizona, United States",https://tinyhouselistings.com/listings/ehrenberg-arizona-15-river-community-tiny-home,Ehrenberg,Arizona,United States,,11900.0,25.0
Two houses on the ocean with your own private beach!,Tiny House,Stationary,75000,383.0,,,0.0,1.0,1.0,Square Feet,"Jackson's Arm, Newfoundland and Labrador, Canada",https://tinyhouselistings.com/listings/jacksons-arm-newfoundland-ca-15-two-houses-on-the-ocean-with-your-own-private-beach,Jackson's Arm,Newfoundland and Labrador,Canada,,10059.0,30.0
"Shipping Container Tiny Home Conversion, Cabin, Guest House, Spare Room 20ft 160sqft In Houston Texas",Tiny House,Stationary,34995,160.0,,,0.0,1.0,1.0,New,"Houston, Texas, United States",https://tinyhouselistings.com/listings/houston-15-shipping-container-tiny-home-conversion-cabin-guesthouse-spare-room-20ft-160sqft,Houston,Texas,United States,,58359.0,111.0
12x20 New construction Tiny house,Tiny House,Stationary,29000,324.0,20.0,12.0,0.0,1.0,1.0,Square Feet,"Mount Sterling, Kentucky, United States",https://tinyhouselistings.com/listings/mt-sterlingky-15-new-construction-in-final-stages,Mount Sterling,Kentucky,United States,,14053.0,81.0
Micro house for sale,Tiny House,Stationary,1500,24.0,,,0.0,0.0,1.0,Square Feet,"Alpine, New York, United States",https://tinyhouselistings.com/listings/alpine-ny-usa-15-kcconolly,Alpine,New York,United States,,22509.0,66.0
Tiny House On Wheels!,Tiny House,Mobile,30000,224.0,,,0.0,1.0,1.0,Square Feet,"Willis, Virginia, United States",https://tinyhouselistings.com/listings/willis-va-12-tiny-house-on-wheels,Willis,Virginia,United States,,31948.0,38.0
Tiny house on wheels,Tiny House,Mobile,60000,0.0,,,0.0,1.0,1.0,Square Feet,"Bedford, New York, United States",https://tinyhouselistings.com/listings/bedford-ny-12-tiny-house-on-wheels,Bedford,New York,United States,,16227.0,32.0
Tiny house shell with front porch and rough electric,Tiny House,Mobile,7500,330.0,,,1.0,1.0,0.0,Square Feet,"Bloomington, Indiana, United States",https://tinyhouselistings.com/listings/bloomington-in-12-tiny-house-shell-with-front-porch-and-rough-electric,Bloomington,Indiana,United States,,58558.0,135.0
Tiny House Shell,Tiny House,Mobile,5000,104.0,,,0.0,0.0,1.0,Square Feet,"Oakland, California, United States",https://tinyhouselistings.com/listings/oakland-ca-12-tiny-house-shell,Oakland,California,United States,,16161.0,53.0
Totally Remodeled Lake Front Cabin,Cabin,Stationary,379500,500.0,,,2.0,1.0,0.0,Square Feet,", Montana, United States",https://tinyhouselistings.com/listings/ashley-lake-mt-15-totally-remodeled-lake-front-cabin,,Montana,United States,,19801.0,11.0
The Brazos,Tiny House,Mobile,36000,240.0,,,0.0,1.0,1.0,Square Feet,"Austin, Texas, United States",https://tinyhouselistings.com/listings/austin-texas-12-the-brazos,Austin,Texas,United States,,44766.0,358.0
"Brand New Tiny House, Never Lived In",Tiny House,Mobile,27000,185.0,,,1.0,1.0,0.0,Square Feet,", Virginia, United States",https://tinyhouselistings.com/listings/virginia-12-brand-new-tiny-house-never-lived-in,,Virginia,United States,,50291.0,133.0
12 by 32 Lofted Barn Cabin,Cabin,Stationary,8170,384.0,,,0.0,0.0,1.0,Square Feet,"Commerce, Georgia, United States",https://tinyhouselistings.com/listings/commerce-georgia-15-12-by-32-lofted-barn-cabin,Commerce,Georgia,United States,,77801.0,250.0
8 X 20 Tiny Home,Tiny House,Mobile,15500,160.0,,,0.0,1.0,1.0,Square Feet,"McHenry, Illinois, United States",https://tinyhouselistings.com/listings/mchenry-il-12-8-x-20-tiny-home,McHenry,Illinois,United States,,61786.0,155.0
Tiny Home Project,Tiny House,Mobile,10000,190.0,,,1.0,0.0,0.0,Square Feet,"Red Lake, Ontario, Canada",https://tinyhouselistings.com/listings/red-lake-ontario-canada-12-tiny-home-project,Red Lake,Ontario,Canada,,8753.0,28.0
Country Cottage Off Grid Tiny House,Tiny House,Mobile,42500,160.0,,,1.0,1.0,0.0,Square Feet,"Denver, Colorado, United States",https://tinyhouselistings.com/listings/denver-co-usa-12-off-grid-tiny-house,Denver,Colorado,United States,,5322.0,6.0
1960 Scotty Serro Trailer remodeled into Tiny Home!,Tiny House,Mobile,7200,105.0,,,0.0,0.0,1.0,Square Feet,"Grand Rapids, Michigan, United States",https://tinyhouselistings.com/listings/grand-rapids-mi-12-1960-scotty-serro-trailer-remodeled-into-tiny-home-2,Grand Rapids,Michigan,United States,,40012.0,78.0
Brand New Tiny House,Tiny House,Mobile,40000,0.0,,,1.0,1.0,0.0,Square Feet,"Austin, Texas, United States",https://tinyhouselistings.com/listings/austin-texas-12-brand-new-tiny-house,Austin,Texas,United States,,27678.0,77.0
24 ft Tiny Home on Wheels,Tiny House,Mobile,84900,300.0,,,3.0,1.0,0.0,Square Feet,"Henderson, Nevada, United States",https://tinyhouselistings.com/listings/henderson-nv-12-24-ft-tiny-home-on-wheels,Henderson,Nevada,United States,,44746.0,168.0
Melissa DeMers,Tiny House,Mobile,75000,320.0,,,0.0,1.0,1.0,Square Feet,"Ramona, California, United States",https://tinyhouselistings.com/listings/san-diego-ramona-12-melissa-demers,Ramona,California,United States,,30263.0,247.0
"Hand-crafted Tiny House for Sale in Missoula, Montana",Tiny House,Mobile,55000,216.0,,,0.0,1.0,1.0,Square Feet,"Missoula, Montana, United States",https://tinyhouselistings.com/listings/missoula-mt-12-hand-crafted-tiny-house-for-sale-in-missoula-montana,Missoula,Montana,United States,,39682.0,29.0
Tiny House Toy Hauler – Special Price! Financing available,Tiny House,Mobile,72000,300.0,,,1.0,1.0,0.0,Square Feet,"Caldwell, Idaho, United States",https://tinyhouselistings.com/listings/caldwell-idaho-12-tiny-house-toy-hauler-special-price-financing-available,Caldwell,Idaho,United States,,8663.0,89.0
Tiny House Box - A 300 Square Foot Container Home,Tiny House,Stationary,54999,300.0,,,2.0,1.0,0.0,Square Feet,"Glendale, Arizona, United States",https://tinyhouselistings.com/listings/glendale-airzona-15-tiny-house-box-a-300-square-foot-container-home-for-only-54999-00-furnished-2,Glendale,Arizona,United States,,41255.0,117.0
"8x20 Tiny Home, Free Delivery!",Tiny House,Mobile,15000,160.0,,,0.0,1.0,1.0,Square Feet,", Colorado, United States",https://tinyhouselistings.com/listings/colorado-12-8x20-tiny-home-free-delivery,,Colorado,United States,,16221.0,85.0
Cute and Cozy Tiny House,Tiny House,Mobile,69000,270.0,,,0.0,1.0,1.0,Square Feet,"Fallbrook, California, United States",https://tinyhouselistings.com/listings/fallbrook-ca-12-cute-and-cozy-tiny-house,Fallbrook,California,United States,,13194.0,19.0
Brand New Tiny House For Sale,Tiny House,Mobile,75000,320.0,,,0.0,1.0,1.0,Square Feet,"Ramona, California, United States",https://tinyhouselistings.com/listings/ramona-ca-12-brand-new-tiny-house-for-sale,Ramona,California,United States,,20567.0,119.0
"Gorgeous, New Tiny House",Tiny House,Mobile,39000,160.0,,,0.0,1.0,1.0,Square Feet,"Springfield, Oregon, United States",https://tinyhouselistings.com/listings/springfield-oregon-12-gorgeous-brand-new-tiny-house,Springfield,Oregon,United States,,31054.0,202.0
"24' Tiny House, Two Lofts, Rooftop Deck, 4' tiled shower, Skylight, Modern Kitchen with Cottage Feel - a Must See!",Tiny House,Mobile,64495,310.0,,,2.0,1.0,0.0,Square Feet,"Fort Collins, Colorado, United States",https://tinyhouselistings.com/listings/fort-collins-co-12-24-tiny-house-two-lofts-rooftop-deck-modern-kitchen-with-cottage-feel-a-must-see,Fort Collins,Colorado,United States,,60754.0,509.0
Rick Walkup,Tiny House,Mobile,27000,240.0,,,0.0,1.0,1.0,Square Feet,"Omaha, Nebraska, United States",https://tinyhouselistings.com/listings/omaha-nebraska-12-rick-walkup,Omaha,Nebraska,United States,,39555.0,67.0
Off Grid Tiny House,,,75000,,,,,,,,,https://tinyhouselistings.com/listings/draper-utah-giong-to-stuanton-virginia-12-off-grid-tiny-house,,,,,,
Tiny Home for Sale,Tiny House,Mobile,74000,230.0,,,0.0,1.0,1.0,Square Feet,"Estes Park, Colorado, United States",https://tinyhouselistings.com/listings/estes-park-colorado-12-tiny-home-for-sale,Estes Park,Colorado,United States,,10660.0,15.0
Brand new custom built 8' X 21' Tiny Home,Tiny House,Mobile,35000,264.0,,,2.0,1.0,0.0,Square Feet,"Marietta, Ohio, United States",https://tinyhouselistings.com/listings/marietta-ohio-12-jason-burroughs,Marietta,Ohio,United States,,47731.0,142.0
Gypsy vardo,Tiny House,Mobile,18000,70.0,,,0.0,0.0,1.0,Square Feet,"Knoxville, Tennessee, United States",https://tinyhouselistings.com/listings/knoxville-tn-12-gypsy-vardo,Knoxville,Tennessee,United States,,21475.0,32.0
2017 Tiny Casa - 399 square feet,Tiny House,Mobile,30000,399.0,,,1.0,1.0,0.0,Square Feet,"Needville, Texas, United States",https://tinyhouselistings.com/listings/needville-tx-12-2017-tiny-casa-399-square-feet,Needville,Texas,United States,,25261.0,113.0
Tiny House Toy Hauler – Special Price! Financing available,Tiny House,Mobile,72000,300.0,,,1.0,1.0,0.0,Square Feet,"Caldwell, Idaho, United States",https://tinyhouselistings.com/listings/caldwell-idaho-12-tiny-house-toy-hauler-special-price,Caldwell,Idaho,United States,,3681.0,42.0
Custom Log Cabin Tiny Home,Tiny House,Mobile,49900,288.0,,,1.0,1.0,0.0,Square Feet,"Monument, Colorado, United States",https://tinyhouselistings.com/listings/monument-colorado-12-custom-log-cabin-tiny-home,Monument,Colorado,United States,,28996.0,45.0
1970's Vintage travel trailer,Tiny House,Mobile,9500,24.0,,,1.0,1.0,0.0,Square Feet,"Brick, New Jersey, United States",https://tinyhouselistings.com/listings/brick-town-new-jersey-12-matt,Brick,New Jersey,United States,,68461.0,221.0
20' modified shipping container on a heavy duty steel trailer,Tiny House,Mobile,13500,160.0,,,1.0,0.0,0.0,Square Feet,"Durham, North Carolina, United States",https://tinyhouselistings.com/listings/durham-12-20-modified-shipping-container-on-a-heavy-duty-steel-trailer,Durham,North Carolina,United States,,34050.0,30.0
98 ford e-450 ambulance / RV / tiny house on wheels. For sale or trade,Tiny House,Mobile,5500,65.0,,,1.0,0.0,0.0,Square Feet,"Sedona, Arizona, United States",https://tinyhouselistings.com/listings/sedona-az-12-98-ford-e-450-ambulance-rv-tiny-house-on-wheels-for-sale-or-trade,Sedona,Arizona,United States,,17980.0,35.0
Linden Retreat Tiny Home On Wheels,,,54900,,,,,,,,", United States",https://tinyhouselistings.com/listings/kalispell-mt-12-linden-retreat,,United States,,,,
TINY HOUSE ON WHEELS!,Tiny House,Mobile,50000,224.0,,,0.0,1.0,1.0,Square Feet,"Willis, Virginia, United States",https://tinyhouselistings.com/listings/willis-12-tiny-house-on-wheels,Willis,Virginia,United States,,12307.0,8.0
Tiny House 10x20,Tiny House,Stationary,49000,300.0,,,0.0,1.0,1.0,Square Feet,"Bend, Oregon, United States",https://tinyhouselistings.com/listings/bend-oregon-15-tiny-house-10x20,Bend,Oregon,United States,,16120.0,18.0
Hand Crafted Tiny House,Tiny House,Mobile,39000,216.0,,,0.0,1.0,1.0,Square Feet,"Orchard City, Colorado, United States",https://tinyhouselistings.com/listings/eckert-colorado-12-hand-crafted-tiny-house,Orchard City,Colorado,United States,,23830.0,110.0
12x20 Tiny House,Tiny House,Stationary,9500,220.0,,,0.0,1.0,1.0,Square Feet,"Pryor, Oklahoma, United States",https://tinyhouselistings.com/listings/pryor-oklahoma-15-12x20-tiny-house-2,Pryor,Oklahoma,United States,,35234.0,56.0
New Rustic Custom Tiny House,Tiny House,Mobile,45000,290.0,,,2.0,1.0,0.0,Square Feet,"Wimberley, Texas, United States",https://tinyhouselistings.com/listings/wimberley-texas-12-new-rustic-custom-tiny-house,Wimberley,Texas,United States,,36626.0,243.0
Tiny House- Lofted Barn Style Cabin,Cabin,Stationary,12000,384.0,,,0.0,1.0,1.0,Square Feet,"Pinehurst, Texas, United States",https://tinyhouselistings.com/listings/pinehurst-tx-15-tiny-house-lofted-barn-style-cabin,Pinehurst,Texas,United States,,45709.0,181.0
1935 caboose train car VERY SOLID structure -interior remodel-new roof a unique tiny home,Tiny House,Mobile,35000,300.0,,,0.0,1.0,1.0,Square Feet,"Denver, Colorado, United States",https://tinyhouselistings.com/listings/denver-colorado-12-1935-caboose-train-car-very-solid-structure-interior-remodel-new-roof-a-unique-tiny-home,Denver,Colorado,United States,,40088.0,100.0
Roomy 18' THOW,Tiny House,Mobile,20000,144.0,,,0.0,1.0,1.0,Square Feet,"Chicago, Illinois, United States",https://tinyhouselistings.com/listings/chicago-il-12-roomy-18-thow,Chicago,Illinois,United States,,87431.0,300.0
Tiny House *must be moved by mobile home mover,Tiny House,Stationary,32000,500.0,,,0.0,1.0,1.0,Square Feet,"Conroe, Texas, United States",https://tinyhouselistings.com/listings/conroe-15-tiny-house-must-be-moved-by-mobile-home-mover,Conroe,Texas,United States,,65091.0,518.0
One of a Kind Tiny House,Tiny House,Mobile,33000,150.0,,,0.0,1.0,1.0,Square Feet,"Eugene, Oregon, United States",https://tinyhouselistings.com/listings/eugene-oregon-12-one-of-a-kind-tiny-house,Eugene,Oregon,United States,,26392.0,47.0
54 passenger skoolie,Tiny House,Mobile,5000,200.0,,,1.0,1.0,0.0,Square Feet,"Kansas City, Missouri, United States",https://tinyhouselistings.com/listings/kansas-city-missouri-12-54-passenger-skoolie,Kansas City,Missouri,United States,,31221.0,85.0
Tiny home Savannah ga,Tiny House,Stationary,8000,320.0,,,2.0,0.0,0.0,Square Feet,"Savannah, Georgia, United States",https://tinyhouselistings.com/listings/savannah-ga-15-tiny-home-savannah-ga,Savannah,Georgia,United States,,60189.0,69.0
Randy Johnson,Tiny House,Stationary,4995,140.0,,,0.0,0.0,1.0,Square Feet,"Whitehall, Michigan, United States",https://tinyhouselistings.com/listings/whitehall-michigan-15-randy-johnson,Whitehall,Michigan,United States,,41088.0,24.0
Tiny Cedar Clad Cabin in NH,Tiny House,Mobile,38500,190.0,,,1.0,1.0,1.0,Used,"Wakefield, New Hampshire, United States",https://tinyhouselistings.com/listings/carroll-county-new-hampshire-12-tiny-cedar-clad-cabin-in-nh-2,Wakefield,New Hampshire,United States,,87149.0,192.0
